Timestamp,Pos_X,Pos_Y,Pos_Z,Rot_X,Rot_Y,Rot_Z,Rot_W,Obstacle_Dist
171996.393310833,-0.5621770024299622,-1.0187840461730957,-0.06985579431056976,0.7148416042327881,-0.6456522345542908,-0.049212273210287094,-0.2640317976474762,8.105905532836914
171996.409986625,-0.560273289680481,-1.015613317489624,-0.07352853566408157,0.7137076258659363,-0.6470693945884705,-0.04835598170757294,-0.26378822326660156,6.5915961265563965
171996.426662208,-0.5585224628448486,-1.0126395225524902,-0.077368825674057,0.713202953338623,-0.6486607193946838,-0.04842977225780487,-0.26121893525123596,5.3794097900390625
171996.443338291,-0.5568490028381348,-1.0097426176071167,-0.08140382170677185,0.712668776512146,-0.6506144404411316,-0.04713653400540352,-0.2580350339412689,4.412093639373779
171996.460013791,-0.5552664995193481,-1.0069156885147095,-0.08562426269054413,0.7120035290718079,-0.6524744033813477,-0.043624356389045715,-0.25578296184539795,3.6401283740997314
171996.47668975,-0.5538063645362854,-1.004821538925171,-0.08672171831130981,0.7111603617668152,-0.6542590260505676,-0.039701685309410095,-0.25420427322387695,2.9786291122436523
171996.493365375,-0.5525192022323608,-1.0024349689483643,-0.08981505036354065,0.7103568315505981,-0.6557231545448303,-0.035106103867292404,-0.2533532679080963,2.4521031379699707
171996.510041333,-0.5514057278633118,-1.000119686126709,-0.09329511225223541,0.7095655798912048,-0.6568485498428345,-0.03238285705447197,-0.25301772356033325,2.0329790115356445
171996.526716791,-0.5504177808761597,-0.9980233907699585,-0.096620574593544,0.7087088823318481,-0.6577079892158508,-0.03230130299925804,-0.2531965374946594,1.6984610557556152
171996.543392791,-0.5494810938835144,-0.9961273670196533,-0.09979957342147827,0.7076400518417358,-0.658601701259613,-0.03349602594971657,-0.2537074387073517,1.431607723236084
171996.560068333,-0.5485383868217468,-0.9943804144859314,-0.10299134999513626,0.7063887119293213,-0.6596753001213074,-0.034233272075653076,-0.25430580973625183,1.218869924545288
171996.576744375,-0.5479588508605957,-0.9938218593597412,-0.10289415717124939,0.7048588395118713,-0.6611013412475586,-0.035554490983486176,-0.25466617941856384,1.0486958026885986
171996.593419833,-0.5471163988113403,-0.9927356243133545,-0.10498173534870148,0.7034826278686523,-0.662661075592041,-0.03468877822160721,-0.25453728437423706,0.9130813479423523
171996.610095666,-0.5462409853935242,-0.9916111826896667,-0.10766620188951492,0.7021158337593079,-0.6642081141471863,-0.033938080072402954,-0.2543797791004181,0.8051769137382507
171996.62677125,-0.5454327464103699,-0.9905766248703003,-0.11040303111076355,0.7008185982704163,-0.6657010912895203,-0.03402835130691528,-0.25404226779937744,0.7194604873657227
171996.643447333,-0.5447701215744019,-0.9896029233932495,-0.11309356987476349,0.6996572017669678,-0.6671128869056702,-0.03437480330467224,-0.2534928321838379,0.651473879814148
171996.660122875,-0.545081377029419,-0.9893144965171814,-0.1135711520910263,0.6989912986755371,-0.6682807207107544,-0.036482103168964386,-0.25195470452308655,0.5521481037139893
171996.676798875,-0.5452802777290344,-0.9887204170227051,-0.11443452537059784,0.697683572769165,-0.6706225872039795,-0.03750709816813469,-0.24919100105762482,0.4731811285018921
171996.693474541,-0.5454070568084717,-0.9879074096679688,-0.11599771678447723,0.6959925293922424,-0.6727808713912964,-0.03695026785135269,-0.2481834888458252,0.41052621603012085
171996.710150333,-0.5457476377487183,-0.9872641563415527,-0.11764924228191376,0.6958426833152771,-0.6727914214134216,-0.03588187322020531,-0.24873103201389313,0.36070942878723145
171996.726826,-0.5461353063583374,-0.9867469668388367,-0.11913342773914337,0.6962898373603821,-0.6720216274261475,-0.03565492108464241,-0.24959176778793335,0.32100605964660645
171996.743501958,-0.5464431643486023,-0.9863178730010986,-0.12047736346721649,0.696464478969574,-0.6712939143180847,-0.03585550934076309,-0.2510301470756531,0.28925856947898865
171996.760177416,-0.5477893948554993,-0.9868015646934509,-0.11925848573446274,0.6964328289031982,-0.6709135174751282,-0.03720242902636528,-0.25193721055984497,0.2634512484073639
171996.776853416,-0.5485007166862488,-0.9870219230651855,-0.11889805644750595,0.6962050795555115,-0.6712875366210938,-0.03801435977220535,-0.25144869089126587,0.24268099665641785
171996.793528875,-0.5483713746070862,-0.9869251251220703,-0.11969967186450958,0.6957608461380005,-0.6722505688667297,-0.03894418478012085,-0.24995869398117065,0.22616136074066162
171996.810204833,-0.5477964878082275,-0.986741304397583,-0.1208600103855133,0.6950436234474182,-0.6735052466392517,-0.03946802020072937,-0.24848991632461548,0.21312715113162994
171996.826880416,-0.5470522046089172,-0.986505389213562,-0.12203134596347809,0.6940291523933411,-0.6747434735298157,-0.03980044275522232,-0.24791251122951508,0.20286063849925995
171996.843556416,-0.5463309288024902,-0.986227810382843,-0.12310928106307983,0.693132758140564,-0.6756949424743652,-0.04062739387154579,-0.24769480526447296,0.19474096596240997
171996.860232041,-0.5457193851470947,-0.9859237670898438,-0.12415336817502975,0.6930172443389893,-0.6761692762374878,-0.04177442938089371,-0.24653011560440063,0.18837326765060425
171996.876907916,-0.5460271239280701,-0.9859436750411987,-0.12319351732730865,0.6936330199241638,-0.6760973930358887,-0.043899841606616974,-0.24461863934993744,0.18298912048339844
171996.893583583,-0.5458135604858398,-0.985630989074707,-0.12353646010160446,0.6939430236816406,-0.6762488484382629,-0.04494098573923111,-0.24312731623649597,0.17884138226509094
171996.910259458,-0.5454736948013306,-0.9852040410041809,-0.12430569529533386,0.6943215131759644,-0.676114559173584,-0.04529700055718422,-0.2423527091741562,0.17594170570373535
171996.926935083,-0.5451125502586365,-0.9847380518913269,-0.1252027153968811,0.6941685080528259,-0.6762077212333679,-0.04483761265873909,-0.24261640012264252,0.17384293675422668
171996.943611,-0.5448752641677856,-0.9843360185623169,-0.12616534531116486,0.693691074848175,-0.6757938861846924,-0.043661415576934814,-0.24533437192440033,0.17196625471115112
171996.960286541,-0.5447973012924194,-0.9840540885925293,-0.1272081583738327,0.6932615041732788,-0.674677312374115,-0.041804239153862,-0.2499029040336609,0.17034675180912018
171996.9769625,-0.545326828956604,-0.9841268062591553,-0.12674491107463837,0.6931436061859131,-0.6727446913719177,-0.03936034440994263,-0.2557678520679474,0.17189733684062958
171996.993638125,-0.5454005599021912,-0.9837679862976074,-0.12756219506263733,0.6927613615989685,-0.6711097359657288,-0.03492958843708038,-0.2616738975048065,0.17315778136253357
171997.010314041,-0.5453510880470276,-0.9832471609115601,-0.1288444995880127,0.6925820708274841,-0.6696764230728149,-0.030711807310581207,-0.26630881428718567,0.17433258891105652
171997.026989541,-0.5453452467918396,-0.9827433824539185,-0.13033710420131683,0.6927766799926758,-0.6681944727897644,-0.026847222819924355,-0.2699182629585266,0.17548325657844543
171997.043665583,-0.5454243421554565,-0.9823019504547119,-0.13196788728237152,0.6932566165924072,-0.6663186550140381,-0.023095611482858658,-0.273644357919693,0.17655843496322632
171997.060341083,-0.5456772446632385,-0.9819048643112183,-0.13367386162281036,0.6937533020973206,-0.6642183661460876,-0.019723953679203987,-0.27772513031959534,0.17747566103935242
171997.077017083,-0.5464905500411987,-0.9815658330917358,-0.13490329682826996,0.6947667002677917,-0.6616221070289612,-0.016814570873975754,-0.28155383467674255,0.18001146614551544
171997.093692625,-0.5471095442771912,-0.9811117649078369,-0.1365775614976883,0.696347713470459,-0.6589038372039795,-0.013806167989969254,-0.28417423367500305,0.1821085512638092
171997.110368583,-0.5476428270339966,-0.9805573225021362,-0.13846845924854279,0.698862612247467,-0.6561145782470703,-0.01089716050773859,-0.2845799922943115,0.18417847156524658
171997.127044,-0.5481356382369995,-0.9799426794052124,-0.14041562378406525,0.7019557356834412,-0.6534132361412048,-0.008252759464085102,-0.28326866030693054,0.1863483041524887
171997.143720125,-0.5482639074325562,-0.979080080986023,-0.14197781682014465,0.7040444612503052,-0.6522209048271179,-0.007155396975576878,-0.28085240721702576,0.1888367086648941
171997.160395625,-0.5480851531028748,-0.9780607223510742,-0.1432451605796814,0.7044117450714111,-0.6527345776557922,-0.006737025920301676,-0.2787405848503113,0.19142645597457886
171997.177071625,-0.5473266243934631,-0.9769126176834106,-0.14464987814426422,0.7036125063896179,-0.6541001796722412,-0.0038498572539538145,-0.2776104211807251,0.1955404430627823
