Timestamp,Pos_X,Pos_Y,Pos_Z,Rot_X,Rot_Y,Rot_Z,Rot_W,Obstacle_Dist
172979.37288425,-3.85772442817688,0.31109294295310974,-0.9621845483779907,-0.440900593996048,0.3539983332157135,-0.5375539064407349,0.6255620121955872,8.505629539489746
172979.389560166,-3.8573238849639893,0.31077516078948975,-0.961269199848175,-0.43987786769866943,0.3544003963470459,-0.5373603701591492,0.626220166683197,7.311486721038818
172979.40623575,-3.8564276695251465,0.31039443612098694,-0.9603852033615112,-0.4389403462409973,0.3556915819644928,-0.5377961993217468,0.625771701335907,6.360838890075684
172979.422911708,-3.855273962020874,0.3104471266269684,-0.9591982364654541,-0.4376329779624939,0.3569822907447815,-0.5394208431243896,0.6245527863502502,5.608128547668457
172979.439587333,-3.8551390171051025,0.3128904402256012,-0.9560545682907104,-0.43726417422294617,0.35869818925857544,-0.5407484173774719,0.6226770877838135,5.015069961547852
172979.456263291,-3.853553056716919,0.3135213553905487,-0.9542835354804993,-0.43640172481536865,0.35941794514656067,-0.5433526635169983,0.6205966472625732,4.549831867218018
172979.472938791,-3.851097822189331,0.3135279715061188,-0.9530203938484192,-0.43665823340415955,0.36115196347236633,-0.5468913912773132,0.6162862181663513,4.190234661102295
172979.489614791,-3.8479268550872803,0.313297837972641,-0.9517793655395508,-0.436959445476532,0.364153116941452,-0.5513189435005188,0.6103330850601196,3.9219889640808105
172979.506290333,-3.844240188598633,0.31297600269317627,-0.95036780834198,-0.4365697503089905,0.3682281970977783,-0.5564107298851013,0.6035080552101135,5.137591361999512
172979.522966291,-3.8403265476226807,0.31290850043296814,-0.9485093951225281,-0.4353848099708557,0.37400496006011963,-0.5609897971153259,0.5965323448181152,6.110073089599609
172979.539641958,-3.836491107940674,0.3144834339618683,-0.9453861713409424,-0.43409281969070435,0.3813205063343048,-0.5640426278114319,0.5899271965026855,6.888058662414551
172979.556317875,-3.832519292831421,0.31452715396881104,-0.9425778985023499,-0.43283042311668396,0.3903588354587555,-0.5650200843811035,0.5839777588844299,7.510447025299072
172979.572993416,-3.8284857273101807,0.3139893710613251,-0.9396618604660034,-0.43164679408073425,0.40113916993141174,-0.5639361143112183,0.578571081161499,8.008358001708984
172979.589669291,-3.8244118690490723,0.3131330907344818,-0.936776876449585,-0.4303210973739624,0.4112072288990021,-0.563265860080719,0.5731177926063538,8.406686782836914
172979.606345,-3.8204684257507324,0.31194624304771423,-0.9339646100997925,-0.43006014823913574,0.42032837867736816,-0.5622783899307251,0.5676401853561401,8.725349426269531
