Timestamp,Pos_X,Pos_Y,Pos_Z,Rot_X,Rot_Y,Rot_Z,Rot_W,Obstacle_Dist
171795.632219375,0,0,0,-0.14605283737182617,-0.13584782183170319,-0.6673769354820251,0.7175108790397644,10
171795.648895,0,0,0,-0.14605283737182617,-0.13584782183170319,-0.6673769354820251,0.7175108790397644,10
171795.665570875,0,0,0,-0.14605283737182617,-0.13584782183170319,-0.6673769354820251,0.7175108790397644,10
171795.6822465,0,0,0,-0.14563894271850586,-0.13559816777706146,-0.6678478121757507,0.7172041535377502,10
171795.698922375,0,0,0,-0.14479407668113708,-0.13558176159858704,-0.668400764465332,0.7168630361557007,10
171795.715598,0,0,0,-0.14442111551761627,-0.136050283908844,-0.6684392094612122,0.7168136835098267,10
171795.732274,0,0,0,-0.14449059963226318,-0.13621391355991364,-0.6683211922645569,0.7168785929679871,10
171795.748949583,0,0,0,-0.14481021463871002,-0.13622687757015228,-0.6682038307189941,0.7169210910797119,10
171795.765625625,0,0,0,-0.1450033336877823,-0.1355842500925064,-0.6685779690742493,0.7166550159454346,10
171795.78230125,0,0,0,-0.1451699435710907,-0.13503679633140564,-0.6688401699066162,0.7164799571037292,10
171795.798977041,0,0,0,-0.1457604616880417,-0.1341298520565033,-0.6692048907279968,0.7161898016929626,10
171795.815652708,0,0,0,-0.14682701230049133,-0.13408946990966797,-0.6692729592323303,0.7159157991409302,10
171795.832328666,0,0,0,-0.14730508625507355,-0.13440494239330292,-0.669189989566803,0.7158361077308655,10
171795.849004333,0,0,0,-0.14767245948314667,-0.13543708622455597,-0.6688039302825928,0.7159266471862793,10
171795.865680166,0,0,0,-0.14663033187389374,-0.13672387599945068,-0.6679877638816833,0.716657817363739,10
171795.882355875,0,0,0,-0.14553719758987427,-0.13779985904693604,-0.6674371361732483,0.7171874046325684,10
171795.899031791,0,0,0,-0.14353598654270172,-0.1404876708984375,-0.6662709712982178,0.7181528210639954,10
