Timestamp,Pos_X,Pos_Y,Pos_Z,Rot_X,Rot_Y,Rot_Z,Rot_W,Obstacle_Dist
172855.412727916,-2.187619924545288,-0.2615409195423126,-2.4500555992126465,0,0.9974541068077087,0,0.07131152600049973,10
172855.42940375,0,0,0,-0.1723964512348175,-0.15099914371967316,-0.6413447260856628,0.732226550579071,10
172855.446079458,0,0,0,-0.1723964512348175,-0.15099914371967316,-0.6413447260856628,0.732226550579071,10
172855.462755416,0,0,0,-0.1723964512348175,-0.15099914371967316,-0.6413447260856628,0.732226550579071,10
172855.479430958,0,0,0,-0.1723964512348175,-0.15099914371967316,-0.6413447260856628,0.732226550579071,10
172855.496106916,0,0,0,-0.16040071845054626,-0.153804749250412,-0.647375226020813,0.729054868221283,10
172855.5127825,0,0,0,-0.1526014655828476,-0.1553647220134735,-0.6501970887184143,0.7278862595558167,10
172855.5294585,0,0,0,-0.1337730437517166,-0.15966758131980896,-0.6560467481613159,0.7254058718681335,10
172855.546134208,0,0,0,-0.11259099096059799,-0.1627892553806305,-0.6627088785171509,0.7222464084625244,10
172855.562810125,0,0,0,-0.10195239633321762,-0.16277861595153809,-0.6662036180496216,0.7206119298934937,10
172855.596161708,0,0,0,-0.06524217873811722,-0.15826058387756348,-0.679088830947876,0.7138174772262573,10
172855.61283725,0,0,0,-0.05924481153488159,-0.15683625638484955,-0.6823848485946655,0.7115077376365662,10
172855.629513125,0,0,0,-0.0495167076587677,-0.15478309988975525,-0.6888502240180969,0.7064527869224548,10
172855.646188791,0,0,0,-0.04078124463558197,-0.1556481420993805,-0.6936506032943726,0.702110767364502,10
172855.662864791,0,0,0,-0.03717880696058273,-0.15668892860412598,-0.695175290107727,0.7005695700645447,10
172855.679540416,0,0,0,-0.03332449868321419,-0.15807561576366425,-0.6970735788345337,0.6985628604888916,10
172855.696216416,0,0,0,-0.032451361417770386,-0.1590128093957901,-0.6985120177268982,0.6969525218009949,10
172855.712892083,0,0,0,-0.03278321772813797,-0.15907713770866394,-0.6997892260551453,0.6956397891044617,10
172855.729567791,0,0,0,-0.033911049365997314,-0.1595788598060608,-0.7029250860214233,0.6923012137413025,10
172855.746243583,0,0,0,-0.0338890440762043,-0.16284117102622986,-0.705187976360321,0.6892346739768982,10
172855.762919458,0,0,0,-0.033108338713645935,-0.1655605435371399,-0.7058246731758118,0.6879717707633972,10
172855.779594958,0,0,0,-0.03021145425736904,-0.17219416797161102,-0.7065163850784302,0.6857631206512451,10
172855.796271041,0,0,0,-0.027270950376987457,-0.17804378271102905,-0.7067226767539978,0.6841781735420227,10
172855.812946625,0,0,0,-0.026190204545855522,-0.18045130372047424,-0.7066894173622131,0.6836238503456116,10
172855.829622666,0,0,0,-0.024696338921785355,-0.18480946123600006,-0.7063363790512085,0.6828795075416565,10
172855.846298291,0,0,0,-0.02320025861263275,-0.18881165981292725,-0.7056860327720642,0.6825094223022461,10
172855.862974083,0,0,0,-0.022031936794519424,-0.19086848199367523,-0.7053139209747314,0.6823605298995972,10
172855.879649875,0,0,0,-0.01901969686150551,-0.1952667087316513,-0.7044359445571899,0.6821136474609375,10
172855.89632575,0,0,0,-0.01700407825410366,-0.1990896314382553,-0.7032333016395569,0.6823028922080994,10
172855.913001291,0,0,0,-0.016614880412817,-0.20022065937519073,-0.7025290727615356,0.6827067732810974,10
172855.929677333,0,0,0,-0.015809986740350723,-0.2014373391866684,-0.7012916207313538,0.6836395859718323,10
172855.946353,0,0,0,-0.014225623570382595,-0.20194879174232483,-0.700350284576416,0.6844879388809204,10
172855.963028875,0,0,0,-0.013100778684020042,-0.2021104395389557,-0.6999050974845886,0.6849178671836853,10
172855.9797045,0,0,0,-0.011009014211595058,-0.20179812610149384,-0.6994368433952332,0.6855249404907227,10
172855.996380541,0,0,0,-0.009500401094555855,-0.20056897401809692,-0.6999614834785461,0.6853726506233215,10
172856.013056041,0,0,0,-0.008798519149422646,-0.19991272687911987,-0.7006093859672546,0.6849116086959839,10
172856.029732041,0,0,0,-0.00770318228751421,-0.19853678345680237,-0.7024219632148743,0.6834669709205627,10
172856.046407625,0,0,0,-0.00825462955981493,-0.19593793153762817,-0.7041177153587341,0.6824650168418884,10
172856.063083583,0,0,0,-0.009241755120456219,-0.19410771131515503,-0.7047142386436462,0.6823596358299255,10
172856.079759208,0,0,0,-0.011938025243580341,-0.19033223390579224,-0.705604076385498,0.6824618577957153,10
172856.096435125,0,0,0,-0.014881288632750511,-0.18694402277469635,-0.7066605687141418,0.6822473406791687,10
172856.113110833,0,0,0,-0.016205832362174988,-0.18542379140853882,-0.707267165184021,0.6820034384727478,10
172856.129786708,0,0,0,-0.018476812168955803,-0.1825219690799713,-0.7084969878196716,0.6814517974853516,10
172856.146462333,0,0,0,-0.021212587133049965,-0.17862877249717712,-0.7097004652023315,0.6811513304710388,10
172856.163138291,0,0,0,-0.022956322878599167,-0.1761305034160614,-0.7102240920066833,0.6811995506286621,10
172856.179813916,0,0,0,-0.02657368779182434,-0.17082490026950836,-0.7110607624053955,0.6815463304519653,10
172856.196489833,0,0,0,-0.02859327755868435,-0.16651737689971924,-0.7116442918777466,0.6819213628768921,10
172856.213165458,0,0,0,-0.028936443850398064,-0.16482239961624146,-0.7118603587150574,0.68209308385849,10
172856.229841416,0,0,0,-0.02909320965409279,-0.16187895834445953,-0.7121060490608215,0.68253493309021,10
172856.246517041,0,0,0,-0.02930998057126999,-0.15927831828594208,-0.7121105194091797,0.6831324100494385,10
172856.263192875,0,0,0,-0.029412416741251945,-0.15811198949813843,-0.7121552228927612,0.6833524703979492,10
172856.279868666,0,0,0,-0.030028900131583214,-0.15502074360847473,-0.7127412557601929,0.6834229230880737,10
172856.296544625,0,0,0,-0.031122587621212006,-0.1507793515920639,-0.7137397527694702,0.6832806468009949,10
172856.313220125,0,0,0,-0.03169410303235054,-0.1484624743461609,-0.7141706943511963,0.6833115816116333,10
172856.329896125,0,0,0,-0.0323326513171196,-0.14398159086704254,-0.7148133516311646,0.6835684180259705,10
172856.34657175,0,0,0,-0.03233851119875908,-0.14110980927944183,-0.7150017619132996,0.6839697360992432,10
172856.363247625,0,0,0,-0.0326242558658123,-0.14026331901550293,-0.7148371338844299,0.6843022704124451,10
172856.379923375,0,0,0,-0.03429505601525307,-0.1389237344264984,-0.7139080762863159,0.6854628920555115,10
172856.396599166,0,0,0,-0.036081090569496155,-0.1380765736103058,-0.7123352289199829,0.6871766448020935,10
172856.413274833,0,0,0,-0.036592546850442886,-0.13793297111988068,-0.7115110754966736,0.6880317330360413,10
172856.429950791,0,0,0,-0.03707678243517876,-0.13772498071193695,-0.7103092074394226,0.6892881393432617,10
172856.4466265,0,0,0,-0.03682958707213402,-0.13734999299049377,-0.709801435470581,0.6898989081382751,10
172856.463302458,0,0,0,-0.03677414730191231,-0.13714438676834106,-0.709659218788147,0.6900891065597534,10
172856.479978083,0,0,0,-0.03798985481262207,-0.13653886318206787,-0.7089345455169678,0.6908876299858093,10
172856.496654041,0,0,0,-0.04087700694799423,-0.13546274602413177,-0.7072940468788147,0.692613959312439,10
172856.5133295,0,0,0,-0.04245930165052414,-0.13482216000556946,-0.7061576843261719,0.6938022375106812,10
172856.5300055,0,0,0,-0.04446125775575638,-0.1338558793067932,-0.7035969495773315,0.6964605450630188,10
172856.546681125,0,0,0,-0.04468446597456932,-0.1332026571035385,-0.7007099390029907,0.6994755268096924,10
172856.563357125,0,0,0,-0.044385675340890884,-0.13290244340896606,-0.6991473436355591,0.7011132836341858,10
172856.580032708,0,-9.313225746154785e-10,0,-0.0486648753285408,-0.1379307508468628,-0.6977197527885437,0.7012802362442017,10
172856.596708666,0.0005796517361886799,0.0012228057021275163,-0.007226657588034868,-0.04744416102766991,-0.13721854984760284,-0.6956477165222168,0.7035582065582275,10
172856.613384291,0.0013274028897285461,0.002256394363939762,-0.014280304312705994,-0.046534180641174316,-0.13674543797969818,-0.6939778327941895,0.70535808801651,10
172856.630060208,0.0022231300827115774,0.0030714592430740595,-0.021172869950532913,-0.04631619155406952,-0.13642291724681854,-0.6925130486488342,0.7068728804588318,10
172856.646735833,0.0032363610807806253,0.003683494171127677,-0.027824770659208298,-0.04666728526353836,-0.1362421065568924,-0.6911547183990479,0.7082127332687378,10
172856.663411875,0.004363611340522766,0.0041641369462013245,-0.03413794934749603,-0.04705959931015968,-0.13607536256313324,-0.6899415850639343,0.7094007134437561,10
172856.6800875,0.005703292787075043,0.005469566211104393,-0.04100887477397919,-0.04678064212203026,-0.13457271456718445,-0.6885969638824463,0.7110105752944946,10
172856.696763291,0.007190905511379242,0.006065484136343002,-0.04691149294376373,-0.04684440419077873,-0.1343189924955368,-0.6884592175483704,0.7111876606941223,10
172856.713439041,0.008878637105226517,0.0063544586300849915,-0.052250608801841736,-0.04639636352658272,-0.13406799733638763,-0.6891430020332336,0.7106018662452698,10
172856.730114958,0.010682865977287292,0.0065172091126441956,-0.0571475476026535,-0.04521304741501808,-0.13396121561527252,-0.6902685761451721,0.7096052169799805,10
172856.746790625,0.012501336634159088,0.006637837737798691,-0.06170682609081268,-0.04359778016805649,-0.13396836817264557,-0.691385805606842,0.7086164951324463,10
172856.763466625,0.01427689753472805,0.006740995682775974,-0.06602805852890015,-0.04191489890217781,-0.13436338305473328,-0.69227135181427,0.7077782154083252,10
172856.780142166,0.016170214861631393,0.00798051431775093,-0.07130466401576996,-0.04002010449767113,-0.1339453011751175,-0.6934146881103516,0.7068473100662231,10
172856.796818083,0.01800353452563286,0.008477926254272461,-0.07556085288524628,-0.03868698701262474,-0.13438822329044342,-0.6941594481468201,0.7061060070991516,10
172856.81349375,0.019834766164422035,0.008703344501554966,-0.079327791929245,-0.037381164729595184,-0.1345054805278778,-0.69500333070755,0.7053235769271851,10
